구분,일자,이슈,링크,참고사항
동향,0806,"에이아이빅스랩, 국내 첫 AI 브랜드 경쟁력 지수 공개…“시장 1위≠AI 1위”
- 에이아이빅스랩(AIBIX lab·대표 김준현)이 F&B·프랜차이즈 분야 30개 카테고리, 715개 브랜드를 대상으로 한 국내 최초의 AI 브랜드 경쟁력 지수 'AIBIX(AI Brand Index)'를 공개했다.
- AIBIX는 챗GPT(ChatGPT), 제미나이(Gemini), 퍼플렉시티(Perplexity), 클로드(Claude) 등 4대 생성형 AI에 동일한 소비자 질문을 반복 입력한 뒤 브랜드 등장률과 언급 점유율, 공식 출처 인용 여부 등",https://www.etnews.com/20260807000005,
동향,0806,"오픈AI 첫 AI 기기 윤곽…'도넛 모양'에 가격은 300~400달러
- 오픈AI에서 출시될 첫 인공지능(AI) 기기는 도넛 모양으로, 가격은 300달러를 넘을 것이라는 전망이 나왔다.
- 6일(현지시간) 블룸버그통신은 오픈AI가 오는 2027년 출시를 준비 중인 첫 AI 기기가 가운데가 뚫린 원형의 스마트 스피커 형태라고 보도했다.",https://www.etnews.com/20260807000003,
동향,0806,"시간당 1만건 AI 판단...섀도우 AI까지 전수 등록·위험등급·책임자 지정해야
- AI가 수행하는 모든 판단과 변경사항을 기록해 이사회와 감사인이 확인할 수 있어야 한다.
- AI 시스템의 영향과 자율성에 따라 위험등급을 정하고 통제와 감독 수준을 달리 적용해야 한다.",https://www.gttkorea.com/news/articleView.html?idxno=26601,
동향,0806,"AI 에이전트 행동 전 과정 통제...프롬프트 인젝션·권한 초과 차단
- 뉴럴트러스트가 게이트웨이를 통과하는 AI 에이전트의 요청과 행동을 실시간 검사하는 &lsquo;런타임 시큐리티 메시&rsquo;를 출시했다.
- 입력 프롬프트부터 도구 호출과 응답, 접근권한, 추론&middot;도구 선택, 최종 결과까지 6개 지점에 보안정책을 적용한다.",https://www.gttkorea.com/news/articleView.html?idxno=26600,
동향,0806,"[8월6일] ""AI의 미래는 셋으로 갈리지만""...모건스탠리가 지목한 공통 승자는
- 지난해까지는 오픈AI와 앤트로픽, 구글 등 폐쇄형 AI 진영이 미래의 주도권을 가져갈 것이라는 전망이 지배적이었습니다.
- 하지만 최근 중국 오픈소스 모델의 빠른 추격과 기업용 AI 확대 과정에서 커지는 비용 부담으로 인해, AI 산업의 최종 승자를 예측하기는 점점 어려워지고 있습니다.이런 상황에서 모건스탠리는 AI의 미래를 3가지 시나리오로 나눠 분석한 보고서를 내놓았습니다.첫 번째는 소수 폐쇄형 기업이 초고성능 AI를 독점하는 시나리오입니다.",https://www.aitimes.com/news/articleView.html?idxno=213601,
동향,0806,"사이버 보안 평가했더니…가짜 신분으로 사람 속인 AI 에이전트?
- AI타임스 조예주 기자 joyejuoffice@aitimes.com",https://www.aitimes.com/news/articleView.html?idxno=213631,
동향,0806,"보안 경보 28% 방치...기업 60%는 놓친 경보가 중대 사고로 이어져
- 기업의 보안운영센터(Security Operations Center, SOC)는 여러 보안도구에서 발생한 경보를 분석해 실제 위협 여부와 대응 우선순위를 판단한다.
- 경보에는 공격 징후뿐 아니라 정상적인 사용자와 시스템 활동도 포함되기 때문에 분석가는 관련 정보를 확인하고 오탐과 실제 위협을 구분해야 한다.",https://www.gttkorea.com/news/articleView.html?idxno=26608,
동향,0806,"하태진 버넥트 대표 ""제조 AX 열쇠는 AI 안경…안전·로봇까지 확장""
- 메타가 주도하는 AI 안경 시장에 애플과 삼성전자가 뛰어들며 경쟁이 치열해지고 있다.
- 갈수록 얇고 가벼워지는 디자인에 음성 명령만으로 촬영, 번역, 검색까지 가능하지만, B2C 시장에서는 프라이버시 침해 우려가 발목을 잡는다.이에 오히려 안전과 생산성 향상이 시급한 B2B 산업 현장에서 AI 안경이 더 빠르게 안착할 것이라는 분석이 나온다.하태진 버넥트 대표는 B2B AI 안경이 제조 현장의 변화를 가져올 것이라고 강조했다.",https://www.aitimes.com/news/articleView.html?idxno=213579,
동향,0806,"[테크 차이나] DeepSeek V4 Flash 1위… 중국 모델 강세 지속(OpenRouter 주간 AI 모델 사용량 순위)
- DeepSeek V4 Flash가 글로벌 AI 모델 집계 플랫폼 OpenRouter에서 가장 많이 호출된 대형언어모델(LLM)으로 집계됐다.
- 중국 AI 모델은 전체 사용량에서도 미국 모델을 크게 앞서며 14주 연속 우위를 이어갔다.",https://www.etnews.com/20260806000140,
동향,0806,"니어스랩, 코스닥 출사표...""국내 1호 피지컬 AI 드론으로 방산 시장 공략""
- 자율비행 드론 전문 니어스랩(대표 최재혁)은 6일 서울 여의도 63스퀘어에서 기업공개(IPO) 기자간담회를 열고, 국내 최초의 피지컬 AI 드론 기업으로서 코스닥 시장에 진출한다고 밝혔다.2015년 설립된 니어스랩은 풍력발전기 점검용 자율비행 솔루션과 함께 대드론(드론 대응) 하드킬 솔루션 '카이든(KAiDEN)', 군집 자폭 드론 '자이든(XAiDEN)' 등을 보유하고 있다.스스로 주변 상황을 인지하고, 비행 경로를 판단해 운용하는 '에어리얼 인텔리전스' 기술을 통해 하드웨어와 소프트웨어를 모두 내재화한 것이 강점이다.사업 부문은",https://www.aitimes.com/news/articleView.html?idxno=213635,
동향,0806,"“포항을 '제조 AX' 글로벌 거점으로”…포항TP, 한·중 '피지컬 AI' 글로벌 협력 속도
- 포항테크노파크(포항TP)는 중국의 인공지능(AI) 관련 핵심연구소 및 기업과의 글로벌 협력 네트워크를 기반으로 체인지업그라운드 지역확산사업에 가속도를 낸다고 9일 밝혔다.
- 포항TP는 지난 6일 포항지식산업센터에서 상하이AI연구원(SAIRI)·MScape·유니도 글로벌 AI 센터 핵심인사와 뉴로메카·한국로봇융합연구원(KIRO)·한국피지컬AI협회 관계자들이 참석한 가운데 '경북 AI 생태계 조성 민관협력 포럼'을 개최했다.",https://www.etnews.com/20260806000394,
동향,0806,"애자일 절차만으로 기업 대응력 높이기 어렵다…전환 실패 막는 조직혁신 전략
- 기업은 응용프로그램과 디지털 제품의 전달 기간을 단축하고 품질을 높이기 위해 애자일(Agile)을 도입한다.
- 애자일은 짧은 주기로 결과물을 만들고 검토와 개선을 반복해 기술과 보안, 사업환경의 변화에 대응하는 방식이다.",https://www.gttkorea.com/news/articleView.html?idxno=26607,
동향,0806,"B2B 이메일 성과 높이는 발신자 평판 관리...잠재고객 발굴과 매출 파이프라인 회복
- 기업의 잠재고객 발굴과 매출 파이프라인 관리에서 이메일은 고객관계관리(Customer Relationship Management, CRM), 마케팅 자동화와 연결되는 주요 접점이다.
- 그러나 이메일 발송 건수와 콘텐츠 품질만으로는 실제 수신함 도달 여부를 판단하기 어렵다.",https://www.gttkorea.com/news/articleView.html?idxno=26606,
동향,0806,"AI 에이전트가 공격경로 분석하고 위협 우선순위 판별...에이전틱 SOC 구축 가속
- 공격자가 AI를 이용해 기계 속도로 움직이기 시작하면서 보안운영센터(Security Operations Center, SOC)에도 조사와 대응을 자동화하는 AI 에이전트가 도입되고 있다.
- 그러나 보안 데이터가 네트워크와 ID, 클라우드, 엔드포인트 등 여러 도구에 분산돼 있으면 개별 경보의 연관성과 공격 진행 단계를 판단하기 어렵다.",https://www.gttkorea.com/news/articleView.html?idxno=26602,
동향,0806,"구광모 LG 회장, 내주 美 실리콘밸리서 젠슨 황 재회동
- 구광모 LG그룹 회장이 내주 미국을 찾아 젠슨 황 엔비디아 최고경영자(CEO)와 회동한다.
- 구 회장은 내주 미국 실리콘밸리 엔비디아 본사에서 황 CEO와 만날 예정이다.",https://www.etnews.com/20260806000414,
동향,0806,"맵시, 그린마리타임·그린에스엠에 선대 운항관리 플랫폼 공급
- [데이터넷] 해양 빅데이터 기반 AI 디지털 트윈 솔루션 기업 맵시는 선박관리 전문기업 그린마리타임과 그린에스엠에 선대 관리 플랫폼 ‘맵시 커넥트(mapsea CONNECT)’를 공급하고, 데이터 기반 선박관리 체계 구축을 지원한다고 밝혔다.‘맵시 커넥트’는 전 세계 430만 척 이상의 선박 정보를 기반으로 선대 모니터링, 입출항 관리, 과거 운항 이력 분석, 운항 알림 등을 제공하는 올인원 선대 관리 플랫폼이다.
- 육상과 선박의 데이터를 하나의 플랫폼으로 연결해 선박 검색, 운항 경로 검토, 과거 항적 조회, 위험 상황 알림 등 선",https://www.datanet.co.kr/news/articleView.html?idxno=213610,
동향,0806,"MS, 사내 개발자 기본 모델로 'GPT-5.6 솔' 지정...""효율 최우선""
- 마이크로소프트(MS)가 사내 개발자들이 사용하는 기본 AI 코딩 모델로 오픈AI의 최신 모델인 'GPT-5.6 솔'을 지정했다.
- AI 인프라 투자 비용이 급증하는 가운데 토큰 사용 효율을 극대화하기 위한 조치로, 사실상 코딩 성능과 비용 대비 효율성에서 경쟁 모델인 앤트로픽의 '클로드'보다 우수하다고 판단한 것으로 해석된다.5일(현지시간) CNBC에 따르면, 제이 파리크 MS 코어AI(CoreAI) 엔지니어링 그룹 수석 부사장은 최근 사내 임직원에게 보낸 메모를 통해 깃허브 코파일럿, 비주얼 스튜디오, 비주얼 스튜디오 코드 등 개발",https://www.aitimes.com/news/articleView.html?idxno=213604,
동향,0806,"바이트댄스, 미국 눈치에 'AI 증류' 포기 선언...""단기 성과보다 장기 전략""
- 바이트댄스가 생성 AI 경쟁에서 널리 활용되는 '증류(Distillation)' 기법을 사용하지 않겠다는 방침을 공식화했다.
- 미국 정부와 틱톡(TikTok)을 둘러싼 갈등을 겪었던 경험을 고려해, 단기적인 성능 향상보다 장기적인 사업 안정성을 선택한 것으로 풀이된다.5일(현지시간) 디 인포메이션에 따르면, 장이밍 바이트댄스 창립자는 지난달 AI 조직인 '시드(Seed)' 전 직원 회의에서 ""회사는 증류 방식을 AI 모델 개발의 지름길로 활용하지 않을 것""이라고 밝혔다.장 창립자가 시드 조직 전체 회의에서 직접 AI 개발 전략을 설명",https://www.aitimes.com/news/articleView.html?idxno=213605,
동향,0806,"카카오엔터프라이즈, 이재한 신임 대표이사 선임
- 카카오엔터프라이즈는 6일, 임시 주주총회·이사회를 열고 이재한 대표이사를 신규 선임했다.
- 이 신임 대표는 클라우드인프라/디지털전환(DX)부문장, 사업부문장을 역임하며, 전략 수립부터 사업화까지 유기적으로 연결해 카카오엔터프라이즈의 성장을 이끌었다.",https://www.etnews.com/20260806000265,
동향,0806,"딥시크, 초저가 정책 접나…AI 서비스 가격 '대폭' 인상 예고
- 딥시크가 자체 AI 서비스 전반에 걸친 상당한 규모의 가격 인상을 예고했다.
- 초저가 전략으로 글로벌 시장을 흔들던 딥시크의 이번 결정이 AI 업계 전반의 가격 상승을 이끌지 주목된다.딥시크는 6일 공지를 통해 ""가까운 시일 내에 딥시크 API 서비스의 전체 가격을 인상할 계획이며, 상당한 인상(significant increase)이 예상된다""라고 밝혔다.",https://www.aitimes.com/news/articleView.html?idxno=213632,
동향,0806,"오픈AI, 애플의 영업비밀 침해 소송에 “근거 없다”며 기각 신청
- 오픈AI가 애플이 제기한 영업비밀 침해 소송을 기각해 달라고 연방 법원에 공식 요청했다.
- 로이터와 블룸버그 등에 따르면, 오픈AI는 6일(현지시간) 법원에 제출한 서류를 통해 ""애플의 소송은 적절한 조사 없이, 선별적으로 발췌된 의사소통과 맥락이 제거된 일반적인 행위에 근거하여 제기된 것""이라고 비판했다.이어 ""애플이 근거 없고 핑계에 불과한 소송을 인재 확보 시장에서의 부족함을 만회하는 데 이용하도록 허용해서는 안 된다""라고 비판했다.특히 애플은 오픈AI를 고소하는 과정에서 '근본적으로 썩었다(rotten to its core)'",https://www.aitimes.com/news/articleView.html?idxno=213634,
동향,0806,"[대한민국 로봇 석학에게 듣는다] 한재권 한양대 로봇공학과 교수 “휴머노이드 승부는 데이터…결국 '일 잘하는 로봇'이 시장을 지배한다”
- “휴머노이드 경쟁 본질은 얼마나 사람처럼 생겼느냐가 아니라 얼마나 사람처럼 '일'을 잘하느냐 입니다.” 한재권 한양대 로봇공학과 교수(에이로봇 CTO)는 휴머노이드 미래를 이같이 설명했다.
- 앞으로의 경쟁은 하드웨어 성능보다 산업 현장에서 축적한 데이터와 이를 학습한 피지컬 AI 역량이 좌우할 것이라는 설명이다.",https://www.etnews.com/20260805000084,
동향,0806,"옵트에이아이, 온디바이스 특화 자체 경량 AI 모델 '옵트기어' 공개
- 옵트에이아이(대표 이재호)는 자체 경량 언어모델 '옵트기어(Opt.Gear)'를 공개했다고 6일 밝혔다.옵트기어는 옵트에이아이가 자체 설계한 첫 파운데이션 모델이다.
- 매개변수 10억개(1B), 2억 7000만개(270M), 100만개(1M) 세 가지 크기로 나뉘며, 스마트폰과 노트북, 마이크로컨트롤러(MCU)에서도 구동 가능하다.서버용 거대 언어모델을 단순 축소한 것이 아니라 SRAM과 메모리 대역폭, 전력, 지연 시간이 제한된 온디바이스 환경을 고려해 설계된 것이 특징이다.",https://www.aitimes.com/news/articleView.html?idxno=213630,
동향,0806,"오픈AI, 허깅페이스 해킹 세부 내용 공개...""자체 시스템 먼저 해킹·정보 공유까지""
- 오픈AI의 AI 에이전트가 외부 플랫폼인 허깅페이스를 해킹하기에 앞서, 먼저 자체 사이버보안 테스트 환경을 해킹해 서로 정보를 공유하며 공격을 고도화한 세부 사실이 공개됐다.
- 오픈AI는 이번 사건을 AI 보안 역사에서 '분수령'으로 평가하며, 앞으로 AI 에이전트가 실제 사이버 공격에 악용될 가능성에 대비해 연구 속도를 일부 늦추고 보안 체계를 강화하고 있다고 밝혔다.오픈AI는 5일(현지시간) 미국 라스베이거스에서 열린 블랙햇 사이버보안 컨퍼런스에서 지난 수개월간 진행된 AI 보안 평가 과정을 공개했다.발표에 따르면 공개 예정이 없",https://www.aitimes.com/news/articleView.html?idxno=213624,
동향,0806,"서울시, 양자기술 사업화 3기 시동…컴퓨팅·통신 등 21개 발굴
- 서울시가 올해도 컴퓨팅·암호통신·센서 등 양자기술 사업화 교육에 돌입한다.
- 시는 한국과학기술연구원(KIST)과 6일 서울창업허브 공덕에서 제3기 '서울퀀텀캠퍼스 양자기술 사업화 과정' 개강식을 개최했다.",https://www.etnews.com/20260806000274,
동향,0806,"여러 AI 모델의 보안정책 한곳에서 관리...프롬프트 인젝션·데이터 유출 실시간 차단
- 기업이 AI를 시험 단계에서 실제 운영환경으로 전환하면서 보안정책과 거버넌스를 일관되게 적용하는 문제가 커지고 있다.
- 하이브리드 멀티클라우드에 여러 AI 모델과 프레임워크를 배치하면 보안 기능과 관리도구가 분산되고, 새로운 AI 애플리케이션을 추가할 때마다 관리 범위도 넓어진다.",https://www.gttkorea.com/news/articleView.html?idxno=26599,
동향,0806,"시놀로지-SK네트웍스서비스, 영상 보안 카메라 국내 독점 판매 협력
- 영상 보안 환경에서는 카메라 운용과 함께 촬영된 데이터의 저장&middot;관리&middot;보호가 중요하다.
- 시놀로지는 스토리지와 데이터 관리 분야에서 축적한 기술을 바탕으로 영상 보안 제품군을 확대하고, 국내 판매와 기술지원 체계를 강화한다.",https://www.gttkorea.com/news/articleView.html?idxno=26598,
동향,0806,"AI 에이전트가 이용자 대신 결제...클라우드플레어, 신원·지출 통제형 월렛 공개
- AI 에이전트는 웹사이트를 탐색하고 응용프로그램 프로그래밍 인터페이스(Application Programming Interface, API)를 호출하며 상품과 온라인 서비스를 구매하는 단계로 발전하고 있다.
- 그러나 사람의 직접 이용을 전제로 만들어진 기존 인터넷에서는 에이전트의 요청 주체와 승인 여부를 확인하기 어렵다.",https://www.gttkorea.com/news/articleView.html?idxno=26597,
